"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000092416","",""
"ENSMUSG00000030922","Lyrm1","LYR motif containing 1 [Source:MGI Symbol;Acc:MGI:1921169]"
"ENSMUSG00000031262","Cenpi","centromere protein I [Source:MGI Symbol;Acc:MGI:2147897]"
"ENSMUSG00000054013","Tmem179","transmembrane protein 179 [Source:MGI Symbol;Acc:MGI:2144891]"
"ENSMUSG00000087194","Skint6","selection and upkeep of intraepithelial T cells 6 [Source:MGI Symbol;Acc:MGI:3649262]"
"ENSMUSG00000027447","Cst3","cystatin C [Source:MGI Symbol;Acc:MGI:102519]"
"ENSMUSG00000052182","Olfr849","olfactory receptor 849 [Source:MGI Symbol;Acc:MGI:3030683]"
"ENSMUSG00000025314","Ptprj","protein tyrosine phosphatase, receptor type, J [Source:MGI Symbol;Acc:MGI:104574]"
"ENSMUSG00000021135","Slc10a1","solute carrier family 10 (sodium/bile acid cotransporter family), member 1 [Source:MGI Symbol;Acc:MGI:97379]"
"ENSMUSG00000034449","",""
"ENSMUSG00000057841","Rpl32","ribosomal protein L32 [Source:MGI Symbol;Acc:MGI:98038]"
"ENSMUSG00000017165","Gast","gastrin [Source:MGI Symbol;Acc:MGI:104768]"
"ENSMUSG00000028234","Rps20","ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677]"
"ENSMUSG00000032641","Gpr19","G protein-coupled receptor 19 [Source:MGI Symbol;Acc:MGI:892973]"
"ENSMUSG00000003134","Tbc1d8","TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]"
"ENSMUSG00000041225","Arhgap12","Rho GTPase activating protein 12 [Source:MGI Symbol;Acc:MGI:1922665]"
"ENSMUSG00000049804","Armcx4","armadillo repeat containing, X-linked 4 [Source:MGI Symbol;Acc:MGI:2147887]"
"ENSMUSG00000037622","Wdtc1","WD and tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:2685541]"
"ENSMUSG00000057406","Whsc1","Wolf-Hirschhorn syndrome candidate 1 (human) [Source:MGI Symbol;Acc:MGI:1276574]"
"ENSMUSG00000061244","Exoc5","exocyst complex component 5 [Source:MGI Symbol;Acc:MGI:2145645]"
"ENSMUSG00000031130","Brs3","bombesin-like receptor 3 [Source:MGI Symbol;Acc:MGI:1100501]"
"ENSMUSG00000043300","B3galnt1","UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1349405]"
"ENSMUSG00000043065","Spice1","spindle and centriole associated protein 1 [Source:MGI Symbol;Acc:MGI:1196252]"
"ENSMUSG00000029431","B3gnt4","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 [Source:MGI Symbol;Acc:MGI:2680208]"
"ENSMUSG00000078532","Nkain1","Na+/K+ transporting ATPase interacting 1 [Source:MGI Symbol;Acc:MGI:1914399]"
"ENSMUSG00000056268","Dennd1b","DENN/MADD domain containing 1B [Source:MGI Symbol;Acc:MGI:2447812]"
"ENSMUSG00000028158","Mttp","microsomal triglyceride transfer protein [Source:MGI Symbol;Acc:MGI:106926]"
"ENSMUSG00000029647","Pan3","PAN3 poly(A) specific ribonuclease subunit [Source:MGI Symbol;Acc:MGI:1919837]"
"ENSMUSG00000014313","Cox6c","cytochrome c oxidase subunit VIc [Source:MGI Symbol;Acc:MGI:104614]"
"ENSMUSG00000022136","Dnajc3","DnaJ heat shock protein family (Hsp40) member C3 [Source:MGI Symbol;Acc:MGI:107373]"
"ENSMUSG00000003161","Sri","sorcin [Source:MGI Symbol;Acc:MGI:98419]"
"ENSMUSG00000027509","Rae1","ribonucleic acid export 1 [Source:MGI Symbol;Acc:MGI:1913929]"
"ENSMUSG00000027173","Depdc7","DEP domain containing 7 [Source:MGI Symbol;Acc:MGI:2139258]"
"ENSMUSG00000018387","Shroom1","shroom family member 1 [Source:MGI Symbol;Acc:MGI:1919024]"
"ENSMUSG00000027287","Snap23","synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356]"
"ENSMUSG00000078380","Gm6096","predicted gene 6096 [Source:MGI Symbol;Acc:MGI:3649053]"
"ENSMUSG00000027073","Prg2","proteoglycan 2, bone marrow [Source:MGI Symbol;Acc:MGI:103294]"
"ENSMUSG00000058546","Rpl23a","ribosomal protein L23A [Source:MGI Symbol;Acc:MGI:3040672]"
"ENSMUSG00000043639","Rbm20","RNA binding motif protein 20 [Source:MGI Symbol;Acc:MGI:1920963]"
"ENSMUSG00000028613","Lrp8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:MGI Symbol;Acc:MGI:1340044]"
"ENSMUSG00000023169","Slc38a1","solute carrier family 38, member 1 [Source:MGI Symbol;Acc:MGI:2145895]"
"ENSMUSG00000006010","BC003331","cDNA sequence BC003331 [Source:MGI Symbol;Acc:MGI:2385108]"
"ENSMUSG00000023236","Scg5","secretogranin V [Source:MGI Symbol;Acc:MGI:98289]"
"ENSMUSG00000041498","Kif14","kinesin family member 14 [Source:MGI Symbol;Acc:MGI:1098226]"
"ENSMUSG00000062400","Krtap6-5","keratin associated protein 6-5 [Source:MGI Symbol;Acc:MGI:1915734]"
"ENSMUSG00000024851","Pitpnm1","phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524]"
"ENSMUSG00000037533","Rapgef6","Rap guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:2384761]"
"ENSMUSG00000020081","Tacr2","tachykinin receptor 2 [Source:MGI Symbol;Acc:MGI:98477]"
"ENSMUSG00000025224","Gbf1","golgi-specific brefeldin A-resistance factor 1 [Source:MGI Symbol;Acc:MGI:1861607]"
"ENSMUSG00000020787","P2rx1","purinergic receptor P2X, ligand-gated ion channel, 1 [Source:MGI Symbol;Acc:MGI:1098235]"
"ENSMUSG00000057132","Rpgrip1","retinitis pigmentosa GTPase regulator interacting protein 1 [Source:MGI Symbol;Acc:MGI:1932134]"
"ENSMUSG00000036246","Gmip","Gem-interacting protein [Source:MGI Symbol;Acc:MGI:1926066]"
"ENSMUSG00000021288","Klc1","kinesin light chain 1 [Source:MGI Symbol;Acc:MGI:107978]"
"ENSMUSG00000109322","Olfr1283","olfactory receptor 1283 [Source:MGI Symbol;Acc:MGI:3031117]"
"ENSMUSG00000074166","AW146154","expressed sequence AW146154 [Source:MGI Symbol;Acc:MGI:2142212]"
"ENSMUSG00000024268","Celf4","CUGBP, Elav-like family member 4 [Source:MGI Symbol;Acc:MGI:1932407]"
"ENSMUSG00000026765","Lypd6b","LY6/PLAUR domain containing 6B [Source:MGI Symbol;Acc:MGI:1919147]"
"ENSMUSG00000073489","Ifi204","interferon activated gene 204 [Source:MGI Symbol;Acc:MGI:96429]"
"ENSMUSG00000031672","Got2","glutamatic-oxaloacetic transaminase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:95792]"
"ENSMUSG00000037001","Zfp39","zinc finger protein 39 [Source:MGI Symbol;Acc:MGI:99183]"
"ENSMUSG00000063480","",""
"ENSMUSG00000096409","Olfr890","olfactory receptor 890 [Source:MGI Symbol;Acc:MGI:3030724]"
"ENSMUSG00000095774","Olfr970","olfactory receptor 970 [Source:MGI Symbol;Acc:MGI:3030804]"
"ENSMUSG00000039057","Myo16","myosin XVI [Source:MGI Symbol;Acc:MGI:2685951]"
"ENSMUSG00000058966","Fam57b","family with sequence similarity 57, member B [Source:MGI Symbol;Acc:MGI:1916202]"
"ENSMUSG00000063146","Clip2","CAP-GLY domain containing linker protein 2 [Source:MGI Symbol;Acc:MGI:1313136]"
"ENSMUSG00000030087","Klf15","Kruppel-like factor 15 [Source:MGI Symbol;Acc:MGI:1929988]"
"ENSMUSG00000022048","Dpysl2","dihydropyrimidinase-like 2 [Source:MGI Symbol;Acc:MGI:1349763]"
"ENSMUSG00000040583","",""
"ENSMUSG00000034252","Senp6","SUMO/sentrin specific peptidase 6 [Source:MGI Symbol;Acc:MGI:1922075]"
"ENSMUSG00000033917","Gde1","glycerophosphodiester phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1891827]"
"ENSMUSG00000028434","",""
"ENSMUSG00000022754","Tmem45a","transmembrane protein 45a [Source:MGI Symbol;Acc:MGI:1913122]"
"ENSMUSG00000047766","Lrrc49","leucine rich repeat containing 49 [Source:MGI Symbol;Acc:MGI:2442689]"
"ENSMUSG00000031966","Glb1l3","galactosidase, beta 1 like 3 [Source:MGI Symbol;Acc:MGI:1918143]"
"ENSMUSG00000029055","Plch2","phospholipase C, eta 2 [Source:MGI Symbol;Acc:MGI:2443078]"
"ENSMUSG00000047102","Tas2r139","taste receptor, type 2, member 139 [Source:MGI Symbol;Acc:MGI:2681308]"
"ENSMUSG00000024867","Pip5k1b","phosphatidylinositol-4-phosphate 5-kinase, type 1 beta [Source:MGI Symbol;Acc:MGI:107930]"
"ENSMUSG00000066755","Tnfsf18","tumor necrosis factor (ligand) superfamily, member 18 [Source:MGI Symbol;Acc:MGI:2673064]"
"ENSMUSG00000045917","Tmem268","transmembrane protein 268 [Source:MGI Symbol;Acc:MGI:1913920]"
"ENSMUSG00000001052","Sec24b","Sec24 related gene family, member B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2139764]"
"ENSMUSG00000074254","Cyp2a5","cytochrome P450, family 2, subfamily a, polypeptide 5 [Source:MGI Symbol;Acc:MGI:88597]"
"ENSMUSG00000029472","Anapc5","anaphase-promoting complex subunit 5 [Source:MGI Symbol;Acc:MGI:1929722]"
"ENSMUSG00000038569","Rad9b","RAD9 checkpoint clamp component B [Source:MGI Symbol;Acc:MGI:2385231]"
"ENSMUSG00000020836","Coro6","coronin 6 [Source:MGI Symbol;Acc:MGI:2183448]"
"ENSMUSG00000016498","Pdcd1lg2","programmed cell death 1 ligand 2 [Source:MGI Symbol;Acc:MGI:1930125]"
"ENSMUSG00000038633","Degs1","delta(4)-desaturase, sphingolipid 1 [Source:MGI Symbol;Acc:MGI:1097711]"
"ENSMUSG00000066897","Olfr872","olfactory receptor 872 [Source:MGI Symbol;Acc:MGI:3030706]"
"ENSMUSG00000021185","9030617O03Rik","RIKEN cDNA 9030617O03 gene [Source:MGI Symbol;Acc:MGI:2444813]"
"ENSMUSG00000047446","Arl4a","ADP-ribosylation factor-like 4A [Source:MGI Symbol;Acc:MGI:99437]"
"ENSMUSG00000044244","Il20rb","interleukin 20 receptor beta [Source:MGI Symbol;Acc:MGI:2143266]"
"ENSMUSG00000046020","Pofut1","protein O-fucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2153207]"
"ENSMUSG00000033943","Mga","MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]"
"ENSMUSG00000035530","Eif1","eukaryotic translation initiation factor 1 [Source:MGI Symbol;Acc:MGI:105125]"
"ENSMUSG00000074577","Fam65c","family with sequence similarity 65, member C [Source:MGI Symbol;Acc:MGI:1916803]"
"ENSMUSG00000035852","Misp","mitotic spindle positioning [Source:MGI Symbol;Acc:MGI:1926156]"
"ENSMUSG00000020739","Nup85","nucleoporin 85 [Source:MGI Symbol;Acc:MGI:3046173]"
"ENSMUSG00000027222","Pex16","peroxisomal biogenesis factor 16 [Source:MGI Symbol;Acc:MGI:1338829]"
"ENSMUSG00000044339","Alkbh2","alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase [Source:MGI Symbol;Acc:MGI:2141032]"
"ENSMUSG00000000532","Acvr1b","activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]"
"ENSMUSG00000030859","Fam24a","family with sequence similarity 24, member A [Source:MGI Symbol;Acc:MGI:1915473]"
"ENSMUSG00000063882","Uqcrh","ubiquinol-cytochrome c reductase hinge protein [Source:MGI Symbol;Acc:MGI:1913826]"
"ENSMUSG00000025955","Akr1cl","aldo-keto reductase family 1, member C-like [Source:MGI Symbol;Acc:MGI:1918111]"
"ENSMUSG00000056436","Cyct","cytochrome c, testis [Source:MGI Symbol;Acc:MGI:88579]"
"ENSMUSG00000011837","Snapc2","small nuclear RNA activating complex, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1914861]"
"ENSMUSG00000050503","Fbxl22","F-box and leucine-rich repeat protein 22 [Source:MGI Symbol;Acc:MGI:1921415]"
"ENSMUSG00000010175","Prox1","prospero homeobox 1 [Source:MGI Symbol;Acc:MGI:97772]"
"ENSMUSG00000025572","Tmc6","transmembrane channel-like gene family 6 [Source:MGI Symbol;Acc:MGI:1098686]"
"ENSMUSG00000059895","Ptp4a3","protein tyrosine phosphatase 4a3 [Source:MGI Symbol;Acc:MGI:1277098]"
"ENSMUSG00000029286","Enam","enamelin [Source:MGI Symbol;Acc:MGI:1333772]"
"ENSMUSG00000050188","Lsm10","U7 snRNP-specific Sm-like protein LSM10 [Source:MGI Symbol;Acc:MGI:2151045]"
"ENSMUSG00000026692","Fmo4","flavin containing monooxygenase 4 [Source:MGI Symbol;Acc:MGI:2429497]"
"ENSMUSG00000047153","Khnyn","KH and NYN domain containing [Source:MGI Symbol;Acc:MGI:2451333]"
"ENSMUSG00000004040","Stat3","signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]"
"ENSMUSG00000020647","Ncoa1","nuclear receptor coactivator 1 [Source:MGI Symbol;Acc:MGI:1276523]"
"ENSMUSG00000064272","Gpbar1","G protein-coupled bile acid receptor 1 [Source:MGI Symbol;Acc:MGI:2653863]"
"ENSMUSG00000050640","Tmem150c","transmembrane protein 150C [Source:MGI Symbol;Acc:MGI:3041258]"
"ENSMUSG00000029675","Eln","elastin [Source:MGI Symbol;Acc:MGI:95317]"
"ENSMUSG00000032473","Cldn18","claudin 18 [Source:MGI Symbol;Acc:MGI:1929209]"
"ENSMUSG00000090843","Heatr4","HEAT repeat containing 4 [Source:MGI Symbol;Acc:MGI:4937307]"
"ENSMUSG00000050953","Gja1","gap junction protein, alpha 1 [Source:MGI Symbol;Acc:MGI:95713]"
"ENSMUSG00000035078","Mtmr9","myotubularin related protein 9 [Source:MGI Symbol;Acc:MGI:2442842]"
"ENSMUSG00000079355","Ackr4","atypical chemokine receptor 4 [Source:MGI Symbol;Acc:MGI:2181676]"
"ENSMUSG00000090824","Olfr1344","olfactory receptor 1344 [Source:MGI Symbol;Acc:MGI:3031178]"
"ENSMUSG00000102141","Gm3952","predicted gene 3952 [Source:MGI Symbol;Acc:MGI:3782126]"
"ENSMUSG00000024245","Tmem178","transmembrane protein 178 [Source:MGI Symbol;Acc:MGI:1915277]"
"ENSMUSG00000037780","Mbl1","mannose-binding lectin (protein A) 1 [Source:MGI Symbol;Acc:MGI:96923]"
"ENSMUSG00000029249","Rest","RE1-silencing transcription factor [Source:MGI Symbol;Acc:MGI:104897]"
"ENSMUSG00000053334","Ficd","FIC domain containing [Source:MGI Symbol;Acc:MGI:1098550]"
"ENSMUSG00000027829","Ccnl1","cyclin L1 [Source:MGI Symbol;Acc:MGI:1922664]"
"ENSMUSG00000026439","Rbbp5","retinoblastoma binding protein 5 [Source:MGI Symbol;Acc:MGI:1918367]"
"ENSMUSG00000026117","Zap70","zeta-chain (TCR) associated protein kinase [Source:MGI Symbol;Acc:MGI:99613]"
"ENSMUSG00000018417","Myo1b","myosin IB [Source:MGI Symbol;Acc:MGI:107752]"
"ENSMUSG00000071547","Nt5dc2","5'-nucleotidase domain containing 2 [Source:MGI Symbol;Acc:MGI:1917271]"
"ENSMUSG00000094018","S100a2","S100 calcium binding protein A2 [Source:MGI Symbol;Acc:MGI:3510999]"
"ENSMUSG00000093957","Esp3","exocrine gland secreted peptide 3 [Source:MGI Symbol;Acc:MGI:5439396]"
"ENSMUSG00000028020","Glrb","glycine receptor, beta subunit [Source:MGI Symbol;Acc:MGI:95751]"
"ENSMUSG00000022656","Nectin3","nectin cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1930171]"
"ENSMUSG00000043087","Olfr855","olfactory receptor 855 [Source:MGI Symbol;Acc:MGI:3030689]"
"ENSMUSG00000030553","Pgpep1l","pyroglutamyl-peptidase I-like [Source:MGI Symbol;Acc:MGI:1925694]"
"ENSMUSG00000045662","Henmt1","HEN1 methyltransferase homolog 1 (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1913965]"
"ENSMUSG00000078593","1700042G07Rik","RIKEN cDNA 1700042G07 gene [Source:MGI Symbol;Acc:MGI:1914573]"
"ENSMUSG00000031660","Brd7","bromodomain containing 7 [Source:MGI Symbol;Acc:MGI:1349766]"
"ENSMUSG00000029671","Wnt16","wingless-type MMTV integration site family, member 16 [Source:MGI Symbol;Acc:MGI:2136018]"
"ENSMUSG00000042323","Pbrm1","polybromo 1 [Source:MGI Symbol;Acc:MGI:1923998]"
"ENSMUSG00000026600","Soat1","sterol O-acyltransferase 1 [Source:MGI Symbol;Acc:MGI:104665]"
"ENSMUSG00000029571","Tmem106b","transmembrane protein 106B [Source:MGI Symbol;Acc:MGI:1919150]"
"ENSMUSG00000021057","Akap5","A kinase (PRKA) anchor protein 5 [Source:MGI Symbol;Acc:MGI:2685104]"
"ENSMUSG00000021965","Ska3","spindle and kinetochore associated complex subunit 3 [Source:MGI Symbol;Acc:MGI:3041235]"
"ENSMUSG00000039601","Rcan2","regulator of calcineurin 2 [Source:MGI Symbol;Acc:MGI:1858219]"
"ENSMUSG00000013338","Fer1l4","fer-1-like 4 (C. elegans) [Source:MGI Symbol;Acc:MGI:1921812]"
"ENSMUSG00000021709","Erbin","Erbb2 interacting protein [Source:MGI Symbol;Acc:MGI:1890169]"
"ENSMUSG00000036523","Greb1","gene regulated by estrogen in breast cancer protein [Source:MGI Symbol;Acc:MGI:2149712]"
"ENSMUSG00000035168","Tanc1","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1914110]"
"ENSMUSG00000050556","Kcnb1","potassium voltage gated channel, Shab-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96666]"
"ENSMUSG00000036552","Ermard","ER membrane associated RNA degradation [Source:MGI Symbol;Acc:MGI:1917317]"
"ENSMUSG00000001768","Rin2","Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280]"
"ENSMUSG00000032281","Acsbg1","acyl-CoA synthetase bubblegum family member 1 [Source:MGI Symbol;Acc:MGI:2385656]"
"ENSMUSG00000017868","Sgk2","serum/glucocorticoid regulated kinase 2 [Source:MGI Symbol;Acc:MGI:1351318]"
"ENSMUSG00000024442","0610009O20Rik","RIKEN cDNA 0610009O20 gene [Source:MGI Symbol;Acc:MGI:1914089]"
"ENSMUSG00000032525","Nktr","natural killer tumor recognition sequence [Source:MGI Symbol;Acc:MGI:97346]"
"ENSMUSG00000022837","Iqcb1","IQ calmodulin-binding motif containing 1 [Source:MGI Symbol;Acc:MGI:2443764]"
"ENSMUSG00000032796","Lama1","laminin, alpha 1 [Source:MGI Symbol;Acc:MGI:99892]"
"ENSMUSG00000030205","Gprc5d","G protein-coupled receptor, family C, group 5, member D [Source:MGI Symbol;Acc:MGI:1935037]"
"ENSMUSG00000028773","Fabp3","fatty acid binding protein 3, muscle and heart [Source:MGI Symbol;Acc:MGI:95476]"
"ENSMUSG00000031842","Pde4c","phosphodiesterase 4C, cAMP specific [Source:MGI Symbol;Acc:MGI:99556]"
"ENSMUSG00000040188","Scamp2","secretory carrier membrane protein 2 [Source:MGI Symbol;Acc:MGI:1346518]"
"ENSMUSG00000060376","Bckdha","branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]"
"ENSMUSG00000059077","Pth","parathyroid hormone [Source:MGI Symbol;Acc:MGI:97799]"
"ENSMUSG00000027500","Stmn2","stathmin-like 2 [Source:MGI Symbol;Acc:MGI:98241]"
"ENSMUSG00000037703","Lzts3","leucine zipper, putative tumor suppressor family member 3 [Source:MGI Symbol;Acc:MGI:2656976]"
"ENSMUSG00000061393","Acvr2b","activin receptor IIB [Source:MGI Symbol;Acc:MGI:87912]"
"ENSMUSG00000003380","Rabac1","Rab acceptor 1 (prenylated) [Source:MGI Symbol;Acc:MGI:1201692]"
"ENSMUSG00000045545","Krt14","keratin 14 [Source:MGI Symbol;Acc:MGI:96688]"
"ENSMUSG00000074629","4930518I15Rik","RIKEN cDNA 4930518I15 gene [Source:MGI Symbol;Acc:MGI:1921954]"
"ENSMUSG00000019763","",""
"ENSMUSG00000024172","St6gal2","beta galactoside alpha 2,6 sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:2445190]"
"ENSMUSG00000049686","Orai1","ORAI calcium release-activated calcium modulator 1 [Source:MGI Symbol;Acc:MGI:1925542]"
"ENSMUSG00000028218","Fam92a","family with sequence similarity 92, member A [Source:MGI Symbol;Acc:MGI:1915349]"
"ENSMUSG00000059897","Zfp930","zinc finger protein 930 [Source:MGI Symbol;Acc:MGI:2675306]"
"ENSMUSG00000022194","Pabpn1","poly(A) binding protein, nuclear 1 [Source:MGI Symbol;Acc:MGI:1859158]"
"ENSMUSG00000026274","Pask","PAS domain containing serine/threonine kinase [Source:MGI Symbol;Acc:MGI:2155936]"
"ENSMUSG00000000275","Trim25","tripartite motif-containing 25 [Source:MGI Symbol;Acc:MGI:102749]"
"ENSMUSG00000083282","Ctsf","cathepsin F [Source:MGI Symbol;Acc:MGI:1861434]"
"ENSMUSG00000039263","Npepl1","aminopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:2448523]"
"ENSMUSG00000031299","Pdha1","pyruvate dehydrogenase E1 alpha 1 [Source:MGI Symbol;Acc:MGI:97532]"
"ENSMUSG00000025856","Pdgfa","platelet derived growth factor, alpha [Source:MGI Symbol;Acc:MGI:97527]"
"ENSMUSG00000094168","Gm21903","predicted gene, 21903 [Source:MGI Symbol;Acc:MGI:5434067]"
"ENSMUSG00000046138","9930021J03Rik","RIKEN cDNA 9930021J03 gene [Source:MGI Symbol;Acc:MGI:2444398]"
"ENSMUSG00000003355","Fkbp11","FK506 binding protein 11 [Source:MGI Symbol;Acc:MGI:1913370]"
"ENSMUSG00000024846","Cst6","cystatin E/M [Source:MGI Symbol;Acc:MGI:1920970]"
"ENSMUSG00000023994","Nfya","nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]"
"ENSMUSG00000032555","Topbp1","topoisomerase (DNA) II binding protein 1 [Source:MGI Symbol;Acc:MGI:1920018]"
"ENSMUSG00000000690","Hoxb6","homeobox B6 [Source:MGI Symbol;Acc:MGI:96187]"
"ENSMUSG00000034796","Cpne7","copine VII [Source:MGI Symbol;Acc:MGI:2142747]"
"ENSMUSG00000063646","Jakmip1","janus kinase and microtubule interacting protein 1 [Source:MGI Symbol;Acc:MGI:1923321]"
"ENSMUSG00000030825","Hsd17b14","hydroxysteroid (17-beta) dehydrogenase 14 [Source:MGI Symbol;Acc:MGI:1913315]"
"ENSMUSG00000090667","Gm765","predicted gene 765 [Source:MGI Symbol;Acc:MGI:2685611]"
"ENSMUSG00000020839","Tmigd1","transmembrane and immunoglobulin domain containing 1 [Source:MGI Symbol;Acc:MGI:1913851]"
"ENSMUSG00000032548","Slco2a1","solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]"
"ENSMUSG00000047731","Wbp1l","WW domain binding protein 1 like [Source:MGI Symbol;Acc:MGI:107577]"
"ENSMUSG00000048501","Olfr938","olfactory receptor 938 [Source:MGI Symbol;Acc:MGI:3030772]"
"ENSMUSG00000041309","Nkx6-2","NK6 homeobox 2 [Source:MGI Symbol;Acc:MGI:1352738]"
"ENSMUSG00000055198","Gm12830","predicted gene 12830 [Source:MGI Symbol;Acc:MGI:3649998]"
"ENSMUSG00000033107","",""
"ENSMUSG00000095464","Cox17","cytochrome c oxidase assembly protein 17 [Source:MGI Symbol;Acc:MGI:1333806]"
"ENSMUSG00000057715","A830018L16Rik","RIKEN cDNA A830018L16 gene [Source:MGI Symbol;Acc:MGI:2444149]"
"ENSMUSG00000072672","",""
"ENSMUSG00000076433","BC100451","cDNA sequence BC100451 [Source:MGI Symbol;Acc:MGI:1929713]"
"ENSMUSG00000049421","Zfp260","zinc finger protein 260 [Source:MGI Symbol;Acc:MGI:1347071]"
"ENSMUSG00000056698","Elmod3","ELMO/CED-12 domain containing 3 [Source:MGI Symbol;Acc:MGI:2445168]"
"ENSMUSG00000033409","Syce1l","synaptonemal complex central element protein 1 like [Source:MGI Symbol;Acc:MGI:1922247]"
"ENSMUSG00000034706","",""
"ENSMUSG00000041718","Alg13","asparagine-linked glycosylation 13 [Source:MGI Symbol;Acc:MGI:1914824]"
"ENSMUSG00000029603","Dtx1","deltex 1, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:1352744]"
"ENSMUSG00000021541","Trpc7","transient receptor potential cation channel, subfamily C, member 7 [Source:MGI Symbol;Acc:MGI:1349470]"
"ENSMUSG00000028794","A3galt2","alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase) [Source:MGI Symbol;Acc:MGI:2685279]"
"ENSMUSG00000072501","Phf20l1","PHD finger protein 20-like 1 [Source:MGI Symbol;Acc:MGI:2444412]"
"ENSMUSG00000069601","",""
"ENSMUSG00000042079","",""
"ENSMUSG00000036412","Arsi","arylsulfatase i [Source:MGI Symbol;Acc:MGI:2670959]"
"ENSMUSG00000025785","Exosc7","exosome component 7 [Source:MGI Symbol;Acc:MGI:1913696]"
"ENSMUSG00000025934","Gsta3","glutathione S-transferase, alpha 3 [Source:MGI Symbol;Acc:MGI:95856]"
